asn	country	institution
137154	IN	SKYONLIN-AS Skyonline Technosystem Private Limited
137155	IN	GOLANCE-AS Golance Opc Private Limited
137156	IN	BLUEB-AS Blueberry Web - Solutions Pvt Ltd
137157	IN	SKYNETD-AS Skynet Datacom Pvt Ltd
137158	IN	ANET-AS A-net Communication India Pvt.ltd
137159	IN	MARUTHI-AS Maruthi Cable And Data Private Limited
137160	IN	UNITEL-AS Unitel Media Pvt Ltd
137161	IN	ZOIKMAIL-AS-IN ZOIK INTERNATIONAL
137162	IN	INDRAYAN-AS-IN Indrayani Communication Pvt Ltd
137163	IN	QUALITY-AS-IN Quality Broadband Pvt Ltd
137164	IN	RUDRA-AS-IN Rudra Technosurf Private Limited
137165	IN	NET9ON-AS Net9online Hathway Pvt. Ltd
137166	IN	DSCONNPT-AS Digital Satellite Connect Pvt Ltd
137167	IN	CHERRY-AS Cherri Technologies
137168	IN	GMLBROADBAND-AS Gml Teleservices Private Limites
137169	IN	SPEEDDIG-AS Speedmaxx Digital Networks Pvt Ltd
137170	IN	ACBSPL-AS Ajay Cable And Broadband Services Opc Pvt. Ltd.
137171	IN	TSPLKM-AS-IN Tabnet Solutions Pvt. Ltd.
137172	IN	SICIPL-AS Supersonic Isp Connectivity India Pvt Ltd
137173	IN	IPINFUSION-AS Ipinfusion Software India Pvt Ltd
137174	IN	AIRWIRE-AS Airwire Infocom Private Limited
137175	IN	TELUNIQ-AS Telecommunique
137176	IN	CCIL-AS The Clearing Corporation Of India Limited
137177	IN	GOODWILL-AS Goodwill Smartlink Pvt. Ltd.
137178	IN	INVENSYS-AS Invensys Netrworks Pvt. Ltd.
137179	IN	MARUTINA-AS Jay Marutinandan Cablenet Pvt. Ltd.
137180	IN	UNI6711-AS Unified Voice Communication Private Ltd
137181	IN	WINDSOR-AS Windsor Internet Private Limited
137182	SG	BLUE-WIRELESS-SG BLUE WIRELESS PTE LTD
137183	IN	SKYBROADBAND-AS-AP Mohammad Nazim
137184	PH	SUNIWAYTELECOM-AS-AP Suniway Group of Companies Inc.
137185	HK	HGTHC-AS-AP HK GALAXY TELECOM HOLDING CO.,LIMITED
137186	TW	XMNET XiaoMa Technology Co., Ltd.
137187	NP	WLINK-CDN-AS-AP WorldLink Communications
137188	AU	ACU-AS-AP Australian Catholic University Limited
137189	BD	BORNIL1-AS-AP Bornil Networks System Limited
137190	BD	GLOBALBRIDGE GBI
137191	IN	COUPONZVILLA-AS-AP Couponz villa
137192	AU	BIDFOOD-AS-AP BIDFOOD AUSTRALIA LIMITED
137193	CN	HZNT-AS-AP Neitai InfoTech Co., Ltd
137194	US	ZUORA-AS-AP Zuora Inc
137195	PK	PAKWIFI-AS-AP Pak Wifi Private Limited
137196	HK	HKAL-AS-AP Hong Kong Airlines Limited
137197	BD	SHOILYCYBERGARDEN-AS-AP Shoily Cyber Garden
137198	TH	PNRU-AS-AP Phranakorn Rajabhat University
137199	AU	EMERGE-AS-AP Emerge Internet
137200	CN	XSDITCL-AS-AP Xiamen shuo dun information technology Co., Ltd.
137201	NP	NCOIT-AS-AP Nepal College of Information Technology
137202	PH	SPI-ASN-PL-AP SPi CRM is a pioneering leader in customer relationship management offering voice, chat, email and social media services
137203	BD	MABABAENTERPRISE-AS-AP Md Manirul Islam
137204	AU	THEBEND-AS-AP The Bend Motorsport Park
137205	SG	CIMBBANKBERHAD-AS-AP CIMB Bank Berhad
137206	KH	TL-AS-AP Truemoney (Cambodia) Limited
137207	HK	JUCC-AS-AP Joint Universities Computer Centre Limited
137208	BD	AIC-AS-AP Muhammad Monirul Hassan t/a ASIA INTEL Communications
137209	NP	ANT-AS-AP Allied Net Link Technology Pvt Ltd
137210	NP	PATHIBHARA-NP Pathibhara Network Pvt. Ltd.
137211	IN	JIPL-AS-AP Jumio India Pvt. Ltd.
137212	AU	BWPL-AS-AP BINARY WHOLESALE PTY LTD
137214	AU	TDASL-AS-AP TECH DATA ADVANCED SOLUTIONS (ANZ) LIMITED
137215	KH	MMEDIACOLTD-AS-AP M-MEDIA CO., LTD.
137216	AU	CHRISTIECAIRNS-AS Christie Networks - Cairns
137217	NZ	BSPG-AS-AP BLUE STAR GROUP (NEW ZEALAND) LIMITED
137218	CN	KYIT-AS-AP Kuaiyun Information Technology CO.Ltd.
137219	AU	MELTUS-NETWORKS-AS-AP Meltus Networks
137220	US	TII-AS-SG Texas Instruments, Inc
137221	BD	STANDARD-GROUP-AS-AP Standard Group Limited
137222	AU	NIXON-BRISBANE-AU iSeek Data Centre
137223	BD	CREATIVEBANGLADESH-AS-AP Nasir Uddin Ahmed
137224	BD	CPM-BLUE-AS-AP CPM Blue Online(Pvt)Ltd.
137225	IN	RENAULT-AS-AP Renault Nissan Technology & Business Centre India Private Limited
137226	PH	ACCTN-AS-AP ANGELES CITY CABLE TELEVISION NETWORK, INC.
137227	HK	ELMEAST-AS-AP Mobile Wireless Technology Limited
137228	AU	UACA-AS-AP UNIVERSITIES ADMISSIONS CENTRE (NSW & ACT) PTY LIMITED
137229	CN	HASW-AS-AP Beijing Hua An Su Wei Network Technology Co.,Ltd.
137230	NZ	EASTPACKLIMITED-AS-AP Eastpack Limited
137231	AU	EKITCOMPTYLTD-AS-AP ekit.com Pty Ltd
137232	AU	VERIDIAN-AS-AP Veridian Solutions Pty. Ltd.
137233	HK	IBTCOLTD-AS-AP IBT CO LTD
137234	AU	COUNTRYROADGROUP-AS-AP Country Road Group Pty Ltd
137235	PK	KMS-AS-AP MOBILE SALES & DISTRIBUTION (PVT.) LIMITED
137236	KH	TTSCL-AS-AP Turbo Tech Solutions Co., Ltd.
137237	PK	MAXTEL-AS-AP MaxTel Private Limited
137239	PH	FPSTI-AS-AP Fil Products Service Television Incorporated
137240	MY	PROXUS-AS-AP Proxus Communications Sdn Bhd
137241	TH	PSRU-AS-AP PibulSongkramRajabhat University
137242	AU	CMC-AS-AP CMC MARKETS ASIA PACIFIC PTY LTD
137243	NC	ISI-AS-AP INGENIERIE DES SYSTEMES DES INFORMATIONS
137244	AU	HOMESTARTFINANCE-AS-AP HomeStart Finance
137245	BD	MNS-AS-AP MY NET SYSTEM
137246	AF	MOCI-NIXA-AF Ministry of Communication & IT
137247	MY	FIBERAIL-AS-AP fiberail sdn. bhd.
137248	TH	DSCL-AS-AP DOTS Solutions Co., Ltd.
137249	IN	SRINATHJINETSOLINDIAPVTLTD-AS-AP Amitkumar Chandrakantbhai Modh
137250	AU	AUSIP-AS-AP AUS-IP Services
137251	IN	BHARATIX-AS-AP BharatIX
137252	BD	PROGOTIIT-AS-AP Mohammad Shahajahan
137253	SG	DCSG-AS-AP DCSG 7000 AMK PTE. LTD.
137254	AU	SECUREWORXPTYLTD-AS-AP SecureWorx Pty Ltd
137255	BD	EIRTEL-AS-AP1 EIRTEL Services Ltd
137256	CN	CATIO-NETWORK-AS-AP CatIO Network
137257	NZ	LOCALHOST-AS-AP Localhost Limited
137258	PK	SHIRAZI-AS-AP Shirazi Investments Pvt Ltd.
137259	NZ	M174-AS-AP 174.net.nz Limited
137260	HK	BITEXCHANGE-HK Bit Exchange Systems Limited
137261	MN	NURZADNET-AS-AP Nurzad Networks LLC
137262	NZ	SMARTLINX3LIMITED-AS-AP Smartlinx3 Limited
137263	HK	NETEASE-AS-AP NETEASE HONG KONG LIMITED
137264	AU	VHA-AS-AP vCloud Hosting Australia
137265	PK	MCBISLAMICBANK-AS-AP MCB Islamic Bank
137267	NZ	CTL-AS-AP CBROS Technologies Limited
137269	SG	NSPL-AS-AP Novartis Singapore Pte Ltd
137270	BD	PLANET-AS-AP Md. Kamrul Hasan
137271	BD	DURONTO-ONLINE DURONTO ONLINE
137272	SG	PSIDEO-SINGAPORE-AS-AP PSiDEO (Singapore) Pte Ltd
137273	AU	VIRTUALNODE-AS-AP VIRTUAL NODE
137274	BD	UBONLINE-AS-AP Md. Zakir Hossain
137275	NP	BBSNEPAL-AS-AP Broadband Solutions Pvt. Ltd
137276	AF	ASIABRIDGETELECOM-AS-AP Asia Bridge Telecom
137277	TH	PNRU-AS-AP Phranakhon Rajabhat University
137278	BD	M1-AS-AP 1 Touch BD Online Ltd.
137279	BD	JOS-AS-AP J.F OPTICAL SERVICES
137280	HK	KSYUNGLOBAL-AS-AP Kingsoft cloud corporation limited
137281	KH	DGCNET-AS-AP DG Communications Co. Ltd.
137282	IN	KIITUNIVERSITY-AS-AP KIIT University
137283	CN	YONETWORKS-AS-AP Liao Ning YoNetworks Co.,Ltd.
137284	HK	SONDERCLOUDLIMITED-AS-AP SonderCloud Limited
137285	ID	IDNIC-METISKAFARMA-AS-ID PT. METISKA FARMA
137286	ID	IDNIC-ARUPA-AS-ID PT. Arupa Cloud Nusantara
137287	ID	IDNIC-PEMDAKAB-BEKASI-AS-ID DINAS KOUNIKASI DAN INFORMATIKA KAB. BEKASI
137288	ID	IDNIC-USG-AS-ID PT UNGARAN SARI GARMENTS
137289	ID	IDNIC-SIGMA-AS-ID PT. SIGMA CIPTA CARAKA
137290	ID	IDNIC-SIA-AS-ID PT Sinar Inspirasi Abadi
137291	ID	IDNIC-TRENGGALEKKAB-ID Diskominfo Kabupaten Trenggalek
137292	ID	ICT-AS-ID PT. Intranusa Core Teknologi
137293	ID	IDNIC-KOTAMOBAGUKOTA-AS-ID Diskominfo Kotamobagukota
137294	ID	IDNIC-PUSHIDROSAL-AS-ID Pusat Hidrografi dan Oseanografi TNI Angkatan Laut
137295	ID	NTT-NET-ID-RS-AS PT. NTT Indonesia
137296	ID	IDNIC-XECUREIT-AS-ID PT. IMAN TEKNOLOGI INFORMASI
137297	ID	IDNIC-UMKT-AS-ID Universitas Muhammadiyah Kalimantan Timur
137298	ID	GIRADIA-AS-ID PT Pelangi Nusantara Multimedia
137299	ID	IDNIC-UNIMAL-AS-ID Universitas Malikussaleh
137300	ID	IDNIC-AR-RANIRY-AS-ID UIN AR-RANIRY
137301	ID	IDNIC-POLTEKKESYK-AS-ID POLTEKKES KEMENKES YOGYAKARTA
137302	ID	IDNIC-DISKOMINFOTIKPROVINSIRIAU-AS-ID DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK PROVINSI RIAU
137303	ID	JLM-NAP-AS-ID PT Jala Lintas Media - NAP
137304	ID	IDNIC-KOTAPRABUMULIH-AS-ID Dinas Komunikasi Dan Informatika Prabumulih
137305	ID	IDNIC-IDS-AS-ID PT. INTI DUNIA SUKSES
137306	ID	CONNECTIVIST-AS-ID PT Solusi Prima Connectivist
137307	ID	IDNIC-NAM-AS-ID PT Nielsen Audience Measurment
137308	ID	IDNIC-DISKOMINFOKLATEN-AS-ID DISKOMINFO KLATEN
137309	ID	IDNIC-ALTO-AS-ID PT ALTO Network
137310	ID	SHANGTEL-AS-ID PT Shangkuriang Telekomunikasi Indonesia
137311	ID	KINEZ-AS-ID PT. KINEZ CREATIVE SOLUTIONS
137312	ID	IDNIC-UNTIDAR-ID UNIVERSITAS TIDAR
137313	ID	IDNIC-EKON-AS-ID Kementerian Koordinator Bidang Perekonomian
137314	ID	IDNIC-POLIJE-AS-ID Politeknik Negeri Jember
137315	ID	IDNIC-POLIWANGI-AS-ID Politeknik Negeri Banyuwangi
137316	ID	PDU-AS-ID PT. PANCA DUTA UTAMA
137317	ID	IDNIC-CMEDIA-AS-ID PT.Cipta Data Media
137318	ID	IDNIC-KOMINFO-PATI-AS-ID DISKOMINFO KABUPATEN PATI
137319	ID	IDNIC-KOPERTIS10-AS-ID Koordinasi Perguruan Tinggi Swasta (KOPERTIS) Wilayah X
137320	ID	ISP-AS-ID PT. Internet Service Provider
137321	ID	IDNIC-NAM2-AS-ID PT THE NIELSEN COMPANY INDONESIA
137322	ID	GOSTNET-AS-ID PT. GLOBAL SARANA TELEMATIKA
137323	ID	IDNIC-PEMPROVPAPUABARAT-AS-ID DINAS KOMINFO PEMDA PAPUA BARAT
137324	ID	IDNIC-METROCOM-AS-ID PT Metrocom Indonesia
137325	ID	IDNIC-SANBE-AS-ID PT Sanbe Farma
137326	ID	GMNET-AS-ID PT. GRAHAMEDIA INFORMASI
137327	ID	IDNIC-HANGTUAH-AS-ID Universitas Hang Tuah
137328	ID	IDNIC-ALIF-ID CV Alif Data Communication
137329	ID	ALDM-ID PT. ARTHA LINTAS DATA MANDIRI
137330	ID	PMNET-AS-ID PT Pisangmas Rayatama Perkasa
137331	ID	IDNIC-KENCENGSOLUSINDO-AS-ID CV. Cloud Teknologi Nusantara
137332	ID	IDNIC-UNIKOMBANDUNG-AS-ID Universitas Komputer Indonesia
137333	ID	IDNIC-ASSA-AS-ID PT. ANUGERAH SUMBER SUKSES ABADI
137334	ID	IDNIC-PHINISI-MEDIA-INDONESIA-AS-ID PT Phinisi Media Indonesia
137335	ID	IDNIC-BANJARNEGARAKAB-AS-ID Dinas Komunikasi dan Informatika Banjarnegara
137336	ID	IDNIC-OVO-AS-ID PT. VISIONET INTERNASIONAL
137337	ID	IDNIC-VISINESIA-AS-ID PT. VISINESIA DIGITAL MEDIA
137338	ID	IDNIC-SENTINEL-AS-ID PT Sentinel Sinergi Sukses
137339	ID	IDNIC-DISKOMINFO-PINRANG-AS-ID Dinas Komunikasi dan Informatika Kabupaten Pinrang
137340	ID	IDNIC-PEMKOTDEPOK-AS-ID Dinas Komunikasi dan Informatika Pemerintah Kota Depok
137341	ID	SOERABAIANETWORKS-AS-ID PT. Sigra Adhi Sejahtera
137342	ID	IDNIC-KOMINFOTANGSEL-AS-ID DISKOMINFO TANGERANG SELATAN
137343	ID	KHAMSANET-AS-ID PT. KHAZANAH MEDIA NETWORK NUSANTARA
137344	ID	IDNIC-TRANSTEKNO-AS-ID PT. TRANS NASIONAL TEKNOLOGI
137345	ID	IDNIC-JANI-AS-ID PT Rinjani Maxindo Internasional
137346	ID	CNI-AS-ID Badan Layanan Umum Pusat Pengelolaan Dana Pembiayaan Perumahan
137347	ID	IDNIC-PIPSMG-AS-ID Politeknik Ilmu Pelayaran Semarang
137348	ID	IDNIC-TRIMASINDO-AS-ID PT. Trimasindo Data Media
137349	ID	IDNIC-GSMNET-AS-ID PT. GEMILANG SARANA MANDIRI
137350	ID	DAMASNET-AS-ID PT DUTA DAMAS KARIMUN
137351	ID	IDNIC-DJASANET-AS-ID PT. Djaya Sampoerna Net
137352	ID	IDNIC-CLOUDATA-AS-ID PT. Cloudata Indonesia
137353	ID	IDNIC-DISKOMINFOPAKPAKBHARAT-AS-ID DINAS KOMINFO KABUPATEN PAKPAK BHARAT
137354	ID	IDNIC-ELITERY-AS-ID PT. Data Sinergitama Jaya
137355	ID	IDNIC-MULTISTRADA-AS-ID PT. MULTISTRADA ARAH SARANA TBK
137356	ID	IDNIC-UPY-AS-ID Universitas PGRI Yogyakarta
137357	ID	IDNIC-BUMA-AS-ID PT BUKIT MAKMUR MANDIRI UTAMA
137358	ID	JPDN-AS-ID PT. Jaringan Prima Data Nusantara
137359	ID	SKYREACH-AS-ID PT. SKYREACH
137360	ID	IDNIC-UMSBY-AS-ID Universitas Muhammadiyah Surabaya
137361	ID	IDNIC-KOMINFOKABMGL-AS-ID DISKOMINFO Kab. Magelang
137362	ID	IDNIC-PEMKOTSURAKARTA-AS-ID Pemerintah Kota Surakarta
137363	ID	HIGEN-AS-ID PT. Quanta Tunas Abadi
137364	ID	IDNIC-BAPENDARIAU-AS-ID Badan Pendapatan Daerah Provinsi Riau
137365	ID	IDNIC-TRANS7-AS-ID PT DUTA VISUAL NUSANTARA TIVI TUJUH
137366	ID	IFORTE-NAP-AS-ID PT iForte Solusi Infotek - NAP
137367	ID	IFORTE-NAP-AS-ID PT iForte Solusi Infotek - NAP
137368	ID	IDNIC-PTKS-AS-ID Poltekkes Kemenkes Surakarta
137369	ID	IDNIC-INTEGRALDP-AS-ID PT INTEGRAL DATA PRIMA
137370	ID	MEDIATARA-NET-AS-ID PT. Infomedia Global Nusantara
137371	ID	IDNIC-MDNKOMINFO-AS-ID Dinas Komunikasi dan Informatika Kota Medan
137372	ID	IDNIC-ASEAN-AS-ID Association Of Southeast Asian Nation
137373	ID	IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES
137374	ID	IDNIC-PROVBALI-AS-ID Dinas Komunikasi, Informatika dan Statistik Provinsi Bali
137375	ID	ISP-NET-AS-ID PT Internet Solusi Prima
137376	ID	TELE-NET-AS-ID PT Tele Net
137377	ID	IDNIC-SIBERBARESKRIMPOLRI-AS-ID SIBER BARESKRIM POLRI
137378	ID	PTPNET-AS-ID PT. Perdana Teknologi Persada
137379	ID	IDNIC-DISKOMINFOBEKASIKOTA-AS-ID Diskominfo Kota Bekasi
137380	ID	IDNIC-MVS-AS-ID PT MITRA VISIONER SOLUSINDO
137381	ID	IDNIC-DISKOMINFO-KABUPATEN-GROBOGAN-AS-ID Dinas Komunikasi dan Informatika Kabupaten Grobogan
137382	ID	IDNIC-INDOCEMENT-AS-ID PT.Indocement Tunggal Prakarsa
137383	ID	IDNIC-MANDIRISEK-AS-ID PT. Mandiri Sekuritas
137384	ID	IDNIC-UMPURWOKERTO-AS-ID Universitas Muhammadiyah Purwokerto
137385	BD	SADDAMHOSSAIN-AS-AP Saddam Hossain t/a Asian Network
137386	HK	CW-AS-AP Child Wisdom Limited
137387	HK	HUALONG3-AS-AP HUALONG TECHNOLOGY DEVELOPMENT CO.,LIMITED
137388	AU	OPENETPTYLTD-AS-AP Openet Pty Ltd
137389	IN	SIAQES-AS-AP SHASS INFORMATION AND QUALITY ENGINEERING SERVICES
137390	AU	AUSRL-AS-AP Scott's Refrigerated Freightways PTY LTD
137391	AU	NEVERFAIL-AS-AP NEVERFAIL (AUSTRALASIA) PTY LTD
137392	TH	KTB-CSLOXINFO-TH KTB Securities (Thailand) Company Limited
137393	SG	MTPL-AS-AP Microtel Technology Pte Ltd
137394	TH	DRU-AS-AP Dhonburi Rajabhat University
137395	AU	DATACOM-AS-AP Datacom Systems - Philippines
137396	BD	BBARIANET-AS-AP Md Zubayrul Hoque
137397	MY	UNISEL-AS-AP Universiti Selangor
137398	IN	PMPL-AS-AP PROFILIAD MEDIA PRIVATE LIMITED
137399	AU	KERNWIFIPTYLTD-AS-AP KernWi-Fi Pty Ltd
137400	AU	PLCS-AS-AP Presbyterian Ladies' College Sydney
137403	BD	SALTSYNC-AS-AP SALTSYNC
137404	PH	KABANKALANCATVINC-AS-AP Kabankalan CATV, Kabankalan City, ISP
137406	PH	ACI-AS-AP Airlive Communications Inc.
137407	JP	EICINC-AS-AP EIC INC
137408	AU	OCS-AS-AP ORIGIN CONSULTING SERVICES PTY LTD
137409	AU	GSLNETWORKS-AS-AP GSL Networks Pty LTD
137410	CN	BAKANETWORK-AS-AP Baka Network
137411	CA	AARONHONG-AS-AP AARON HONG
137412	BT	TASHICELL-MOBILE-AS Tashicell Domestic AS Thimphu Bhutan
137413	KR	SANVIT-AS-AP Sanvit
137414	AU	FIRENET-AS-AP FireNet Pty Ltd
137415	BD	BCGF-AS-AP Bangladesh Coast Guard Force
137416	BD	NETPARK-AS-AP Netpark Communication
137417	PH	CUP-ASN-PL-AP Cambridge University Press is the publishing business of the University of Cambridge in UK
137418	PH	SAVANT-MANILA-AS-AP Savant Technologies Inc.
137419	BD	MILLENIUMCOMPUTER-AS-AP Asif Chowdhury
137420	PH	SAVANT-ILOILO-AS-AP Savant Technologies Inc.
137421	AU	VFM-AS-AP Victoria Funds Management
137422	TH	BHIP-AS-AP Bupa Health Insurance (Thailand) Public Company Limited
137423	TH	I-SECURE-DDOS-AS-AP i-secure, securlty company testing ddos solution
137424	IN	LNPL-AS-AP LINKNET NETWORKING PVT. LTD.
137425	BD	INCOMITSOLUTION-AS-AP INCOMIT SOLUTION
137426	AU	SIMMITSERVICES-AS-AP Simm IT Services
137427	CN	BJHSCDCL-AS-AP Hongkong Shield Alliance Co., Ltd
137428	IN	SBFS-AS-AP SBFS-Routing
137429	AU	STUARTHOLMESCHOOL-AS-AP Stuartholme School
137430	SG	CARLBOH-AS-AP Carl Boh Network
137431	MM	RPCL-AS-AP ZORRO RITZ PUBLIC COMPANY LIMITED
137432	BD	BKBNET-AS-AP BKB Network
137433	AU	SEEK-AS-AP Seek Limited
137434	CN	NSIH North Star Information Hi.tech Ltd. Co.
137435	BD	WINKCOMMUNICATION-AS-AP WINK COMMUNICATION
137436	CN	RDS-AS-AP Root Data Service, Inc.
137437	US	AIRBNB-AS-AP Airbnb, Inc.
137438	AU	OPUSVTG-AS-AP OPUSV TECH GROUP PTY LTD
137439	HK	ICI-AS-AP INTERNATIONAL COMMUNICATION INSTRUMENT CO., LIMITED
137440	KH	ABABANK-AS-AP Advanced Bank of Asia Limited
137441	AU	ALPHALAYER-AS-AP Alpha Layer Pty Ltd
137442	AU	CAIRNSAIRPORT-AS-AP Cairns Airport Pty Ltd
137443	HK	ANCHGLOBAL-AS-AP Anchnet Asia Limited
137444	BD	UCL-AS-AP Upstra Communication Ltd.
137445	JP	AS-PFLINK-JP PF LINK SYSTEMS
137446	HK	HIGHSPEEDNET-AS-AP Highspeednet Data Services(Hongkong)Co.,Limited
137447	KR	VIRTUSTREAM-AS-AP-SK Virtustream Cloud Services Australia Pty Limited
137448	NZ	ASBBANKLIMITED-AS-AP ASB BANK LIMITED
137449	BD	SKYNETCHOWMUHANI-AS-AP SKYNET CHOWMUHANI
137450	CN	SZNC-CN-AS-AP No.1905,Wei Sheng
137451	HK	TBDL-AS-AP Technology Business Development Limited
137452	HK	BEAHK-AS-AP The Bank of East Asia, Limited
137453	BD	ORANGE2-AS-AP Orange Communication
137454	BD	PATRIOT-AS-AP Sayed Shahin Ahason
137455	AU	SCAPL-AS-AP Sovereign Cloud Australia Pty Ltd
137456	SG	BHP-AS-SIN BHP, MBFC Tower 2, Singapore
137457	AU	BHP-AS-BNE BHP, 480 Queen Street, Australia
137458	KH	GBNETCOLTD-AS-AP GB NET Co., Ltd
137459	PH	OAMPI-ASN-PL-AP Open Access BPO is an omni-channel customer care and back office support provider serving global internet and technology companies.
137460	AU	BIZTACTIX-AS-AP Biztactix Pty Ltd
137461	PK	THEBANKOFPUNJAB-AS-AP The Bank of Punjab
137462	JP	RAKUCOMM-CG-AS-AP Rakuten Communications K.K.
137463	AU	SPRINTNETWORKS-AS-AP Sprint Networks
137464	BD	CITY-COMPUTER-AS-AP Tangail City Computers
137465	NZ	SIMPLYFREELIMITED-AS-AP Simplyfree Limited
137466	AU	COULL-AS-AP CENTRAL CONNECT (NSW) PTY LTD
137467	BD	TORON-LTD-AS-AP Asif Husain Choudhury
137468	SG	SPTEL-AS-AP SP Telecommunications PTE LTD
137469	NZ	SIGNIFYLIMITED-AS-AP Signify Limited
137470	AU	ILUKA-AS-AP Iluka Resources Limited
137471	NZ	INTERNZDF-NZ-AS New Zealand Defence Forces
137472	NZ	FREIGHTWAYS-AS-AP Freightways Information Services Limited
137473	AU	LEVELUP-AS-AP LevelUP Solutions
137474	SG	HARRYCROSS-AS-AP Harry Cross
137475	LA	LCICL-AS-AP Lao Champa Internet Company Ltd.
137476	SG	CAPHPL-AS-AP Cargill Asia Pacific Holdings Pte Ltd
137477	MV	VILLA-STC-AS-AP Villa Shipping and Trading Company Pvt. Ltd.
137478	BD	CYBER-AS-AP Cyber Net Cafe
137479	AU	CRRDA-AS-AP Cross River Rail Delivery Authority
137480	BD	PLANETWEB-AS-AP Planet Web
137481	PK	MTPPL-AS-AP M3 Technologies Pakistan Pvt. Ltd
137482	BD	METROTEL-AS-AP Sayed Sadat Almas Kabir
137483	BD	RD-NETWORK-AS-AP RD Network
137484	BD	HI-TECH-ONLINE-AS-AP Hi-tech Online
137485	BD	ATSTECH-AS-AP ATS Technology
137486	AU	CDC-AS-AP CANBERRA DATA CENTRES PROPRIETARY LIMITED
137487	PH	MERALCO-AS-AP Manila Electric Company
137488	IN	ICEWARP-AS-AP icewarpcloud.in
137489	CN	BHETCL-AS-AP Hongkong Shield Alliance Co., Ltd
137490	NL	WBNC-AP Navice Consulting
137491	BD	PEEREX-NET-AS-AP PEEREX NETWORKS LTD.
137492	BD	DIDAR-AS-AP Mohammad Didarul Kader
137493	CN	JTSCDTC-AS-AP Jiangsu Taihu Smart Cloud Data technology Co.,Ltd
137494	IN	MSASIP-AS-AP Majesco Software and Solutions India Pvt.Ltd.
137495	NZ	SKN-NZ-AS Skyline Networks NZ Ltd
137496	BD	MSRSORGANIZATION-AS-AP RS NETWORK
137497	IN	IMPACTINFOSYS-AS-AP Impact Infosys
137498	BD	NMSTL-AS-AP NMS TECHNOLOGIES LTD
137499	KH	HD-AS-AP Data Network Services Provider Co.,Ltd
137500	BD	M3LINKNETWORKS-AS-AP 3 Link Networks
137501	BD	DMBL-AS-AP Aref R Bashir
137502	GB	NOMINET-AS-AP NOMINET UK
137503	MM	OCCL-AS-AP One Connection company limited
137504	IN	KIMBERLYCLARK-AS-AP Kimberly-Clark Corporation
137505	BD	E-CELL-AS-AP E-CELL
137506	AU	CMC-DC2-AS-AP CMC MARKETS ASIA PACIFIC PTY LTD
137507	PH	OPENTEXT-AS-AP-PH-MAN OpenText ( Philippines), Inc.
137508	HK	STARS-AS-AP Oriental Star Network Limited
137509	CN	TDNCL-AS-AP Jiang Men Shi Tian Da Network Co. Ltd
137510	MY	JHSB-AS-AP JENEXUS HOLDING SDN BHD
137511	MN	CAAM-AS-AP Civil Aviation Authority of Mongolia
137512	AU	MCLPL-AS-AP McLanahan Corporation
137513	PK	HBLBANKPVTLTD-AS-AP HBL Bank Pvt Ltd.
137514	BD	ABROAD-AS-AP ABROAD
137515	BD	FRC-AP Md. Raisul Islam
137516	AU	NSDRA-AS-AP Northern SEQ Distributor Retailer Authority
137517	PK	FLAMEHOSTING-AS-AP FLAMEHOSTING INC
137518	HK	ITIVITI-AS-AP ITIVITI Hong Kong Limited
137519	BD	HPL-AS-AP Healthcare Pharmaceuticals Ltd
137520	SG	TACPL-AS-AP Three Arrows Capital Pte Ltd
137521	NP	AS-KATHCODEX Kath Codex Pvt. Ltd.
137522	AU	OERL-AS-AP Origin Energy Retail Limited
137523	AU	COLMANITPTYLTD-AS-AP COLMAN IT PTY LTD
137524	TW	EWSCL-AS-AP EXPERT WEB SERVICE CO., LTD.
137525	AU	NBNCO-AS-AP NBN Co LTD
137526	BD	PLUSNETINC-AS-AP Plusnet Inc
137527	PK	ICN-AS-AP Ittefaq Cable Network Private Limited
137528	IN	PROFILEIT-AS-AP Profile IT Solutions Pvt. Ltd.
137529	AU	SYDNEYOPERAHOUS-AS-AP Sydney Opera House Trust
137530	BD	TRISHALNET-AS-AP TrishalNet
137531	BD	AIRNET1-AS-AP Airnet Communications
137532	BD	BHUIYANTELECOM-AS-AP Md Golam Kibria
137533	CN	SWNL-AS Shenzhen Wenjing Network Limited
137534	AU	NEXTCLICK-AS-AP NORTHERN BEACHES BROADBAND
137535	HK	ANKTECH-AS-AP Ank Tech Networks
137536	AU	CERNER-AS-AP CERNER CORPORATION PTY LIMITED
137537	KH	IONECOLTD-AS-AP iOne Co., Ltd
137538	BD	APPLELINK-AS-AP APPLELINK-
137539	CN	UNICOM-HARBIN-IDC China Unicom
137540	BD	RHD-AS-AP Bangladesh Roads and Highways Department
137541	BD	ROYALNET-AS-AP Sheikh Sazzad Hossain
137542	BD	SOCOM-AS-AP Sayem Online Communication
137543	BD	NEWBANGLASPEED-AS-AP Mohammad Yousuf
137544	AU	BULLHORN-AS-AP Bullhorn International Inc.
137545	TH	KPN-AWARD-AS-AP KPN AWARD
137546	TH	RMUTT-EN-AS-AP Faculty of EngineeringRajamangala University of
137547	CN	LLKIT-AS-AP Zhengzhou Lulinke Information Technology CO.Ltd.
137548	BD	SRCOMM-AS-AP SR Communication
137549	AU	NODE1-AS-AP NODE1 Pty Ltd
